let_eng_id,let_type_id,case
27779,29285,CV
36661,43962,PC
38535,137636,PC
38702,137960,PC
23618,59465,PC
36500,116296,PC
6321,58645,CV
33737,33726,CV
7661,18314,CV
27085,14909,CV
36609,131060,PC
321,1057,PC
47602,52871,CV
45673,146347,PC
28158,802648,CV
5466,14112,PC
17652,123957,PC
17608,8067,PC
21057,8246,CV
7773,1720,CV
9255,26551,CV
10580,23026,CV
20265,59928,PC
37942,45617,CV
21099,35960,CV
18575,121622,PC
32418,139690,PC
24607,52831,PC
26261,30320,PC
31584,135336,PC
17729,14842,PC
34873,23144,CV
3937,51994,PC
2358,22785,PC
47456,52082,CV
32414,111757,PC
31167,125019,PC
36818,50796,CV
3775,6670,PC
22796,13238,CV
29224,51647,PC
2521,131956,PC
22592,19308,PC
24771,29486,PC
16903,59263,CV
16523,7029,CV
29676,115815,PC
28095,59067,PC
22151,10896,CV
35012,15944,CV
4220,59146,PC
41564,142576,PC
37678,28176,CV
30705,131538,PC
36798,802980,CV
40636,145199,PC
36461,112691,PC
34688,5521,PC
40323,34932,CV
6613,34378,CV
28965,54807,CV
7780,56590,CV
8538,6018,CV
39290,48324,PC
45108,46288,CV
16516,57213,PC
7680,1106,CV
36282,135230,PC
22928,28799,PC
38775,157694,PC
29777,108249,PC
18170,118624,PC
23010,800719,CV
33736,35622,CV
18903,14177,CV
1955,3562,PC
38824,44685,CV
44814,802990,CV
40645,36781,CV
30711,110972,PC
949,2650,PC
8583,60134,CV
50649,31903,PC
42758,31861,PC
17894,5916,PC
18797,54738,PC
31354,136500,PC
36045,34339,CV
44916,43902,CV
293,35401,PC
21156,801532,CV
40382,34664,CV
26705,21366,CV
30820,58680,PC
27732,15354,CV
44453,26892,PC
20371,11343,CV
23722,32644,PC
49400,153039,PC
29872,122249,PC
7342,2192,CV
37644,125087,PC
50914,157003,PC
2563,25549,PC
1767,34962,PC
20874,24931,CV
43047,133268,PC
4935,20164,PC
31997,121196,PC
32092,129854,PC
24577,108519,PC
2509,136796,PC
33416,110678,PC
47757,151089,PC
18170,58079,PC
45252,48228,CV
30906,100455,PC
45385,138242,PC
8826,6922,CV
5901,4337,CV
45970,50735,CV
30277,36725,CV
6174,750,CV
23683,38583,CV
47551,46363,CV
24884,55797,PC
4897,2914,PC
35871,131249,PC
16913,13452,CV
35383,136347,PC
22125,57868,CV
205,8179,PC
28398,124065,PC
16452,16138,PC
6125,8386,CV
18328,20769,PC
42758,52649,PC
17893,19618,PC
17201,13804,CV
45467,145967,PC
5760,293,CV
43599,106547,PC
3839,30622,PC
33736,35151,CV
42156,25174,PC
24500,12836,CV
28574,58769,PC
33725,33419,CV
30914,133804,PC
37502,53088,CV
7761,56072,CV
45094,49033,CV
30830,111945,PC
42096,40545,PC
18641,62186,CV
47540,16268,CV
27237,124378,PC
37856,28895,CV
25487,7766,CV
21191,39583,PC
3509,3003,PC
43168,133778,PC
22024,31670,PC
22153,17473,CV
493,8414,PC
38173,43354,CV
11487,131393,PC
20466,32441,CV
5710,184,CV
16785,3556,CV
48269,65835,CV
36484,51617,PC
13668,13087,PC
18350,2847,CV
35552,131139,PC
8967,13156,CV
33736,21604,CV
44117,146683,PC
38275,33155,CV
43044,130322,PC
36282,43245,PC
20650,31177,PC
38098,43182,CV
16419,15759,PC
32307,122430,PC
16717,1694,CV
3324,27717,PC
2944,2960,PC
27724,41608,CV
9476,5733,PC
33737,33225,CV
8148,475,CV
31667,123095,PC
28189,43982,CV
16897,809,CV
48005,56402,CV
24074,31705,PC
34891,801427,PC
29439,108443,PC
2521,4340,PC
33162,1052,PC
20730,19670,PC
20371,31173,CV
25519,15727,CV
16874,145562,PC
42896,139444,PC
42964,129139,PC
21833,36244,PC
44226,41404,CV
24565,106798,PC
20240,111411,PC
34968,145272,PC
5802,58646,CV
19661,105819,PC
30706,117448,PC
4497,875,PC
45975,50278,CV
4664,5541,PC
35229,147363,PC
34126,27529,CV
16157,11522,PC
4338,4863,PC
6655,4374,CV
30401,136615,PC
3336,8695,PC
18592,29670,PC
19017,11280,CV
17652,54732,PC
36470,37403,PC
37416,135621,PC
30768,19044,CV
33737,33293,CV
24117,21546,PC
26692,108490,PC
28194,16620,CV
16343,16555,PC
31460,115417,PC
20567,27042,PC
22501,38067,PC
50632,156774,PC
37596,31803,CV
8543,6320,CV
35996,32979,PC
7761,56150,CV
8539,6020,CV
28511,106915,PC
31126,127347,PC
33716,33414,CV
2315,3274,PC
18748,19232,PC
1217,108464,PC
35012,16185,CV
20371,11518,CV
33737,35139,CV
3090,2104,PC
9147,4353,CV
8842,5542,CV
36282,43330,PC
40401,38415,CV
9219,25888,CV
25483,58753,CV
36815,50964,CV
9220,25726,CV
23435,31241,PC
38284,32385,CV
28146,62130,CV
34800,128096,PC
8537,6057,CV
35243,60519,CV
24748,10107,PC
31299,136241,PC
28056,38254,CV
20644,22609,CV
33853,110717,PC
37036,35269,PC
18263,14410,PC
29697,101053,PC
37830,54683,CV
24414,33333,PC
30209,100150,PC
38129,31048,CV
40322,35000,CV
19938,50914,PC
31686,120021,PC
32106,112441,PC
24114,37334,CV
15328,16015,PC
16591,10517,CV
38383,31596,CV
33147,802852,CV
7764,65947,CV
44786,145144,PC
42934,42098,PC
40321,34051,CV
38313,50231,CV
36481,51671,CV
45988,147257,PC
40948,40119,CV
43699,50332,PC
21663,57502,PC
49108,153431,PC
19300,51294,PC
19098,31124,CV
33092,115208,PC
33714,122179,PC
34887,128340,PC
6058,58654,CV
35013,15845,CV
25471,56956,CV
25218,26991,PC
42713,106661,PC
19802,23776,PC
16913,10090,CV
25220,29656,PC
30484,54655,CV
38158,29228,CV
25302,29626,PC
8878,5223,CV
44160,157986,PC
16826,7565,CV
32108,128544,PC
24734,122204,PC
22151,17427,CV
18117,14046,CV
20874,62181,CV
23752,25630,PC
35012,35308,CV
36815,51267,CV
40899,143706,PC
44579,41659,CV
17050,11895,CV
17567,13511,PC
36800,25761,CV
18830,55676,CV
16869,145879,PC
16591,7167,CV
32133,52019,PC
30455,110222,PC
26824,26979,CV
32115,32884,CV
38098,64180,CV
37783,42416,CV
33736,33296,CV
45539,149750,PC
19169,10216,CV
30707,20869,CV
23769,10146,CV
45005,140331,PC
32116,37239,CV
2350,22743,PC
33880,48419,CV
28181,125823,PC
19681,19356,PC
38847,38375,CV
7788,54317,CV
14288,800904,PC
49425,156959,PC
17859,7945,CV
202,12544,PC
37698,147640,PC
17543,15722,PC
41925,150589,PC
20778,10880,CV
38057,44506,CV
5728,200,CV
31354,144692,PC
52000,158023,PC
29962,136416,PC
35242,801273,CV
26672,9610,PC
35865,27569,CV
33737,33494,CV
23657,106708,PC
39265,23769,PC
28890,17691,CV
17916,12121,PC
16875,53281,CV
32063,51523,PC
20620,9571,CV
31775,11928,PC
31931,18739,CV
28158,17400,CV
40288,34480,CV
34125,23555,CV
20751,992,PC
36082,133203,PC
25669,56107,PC
2305,3443,PC
19099,31117,CV
30068,106361,PC
21193,11406,PC
28149,17601,CV
36819,50692,CV
31368,111762,PC
1168,6521,PC
29315,800003,PC
12531,58865,CV
40753,40491,CV
36444,125379,PC
5031,1726,PC
37105,35569,CV
24430,19437,PC
38686,31473,CV
35623,136624,PC
4004,1915,PC
23671,38607,CV
47138,64243,CV
27211,57516,PC
23108,16869,PC
32120,32519,CV
44844,47679,CV
31259,50757,PC
1956,17007,PC
26168,13272,PC
21179,28697,PC
27644,23726,CV
41075,142734,PC
27016,48472,CV
8148,8196,CV
4279,5141,PC
4061,1894,PC
28559,17370,CV
34472,138126,PC
36500,115992,PC
12349,22620,PC
7656,38813,CV
43929,12765,PC
19971,38671,CV
29415,125405,PC
20768,13861,CV
24713,33341,PC
33123,36367,CV
47602,52874,CV
35167,57649,CV
32239,58613,PC
14888,37495,PC
42947,118676,PC
26807,55736,PC
27720,11543,CV
33911,18212,CV
28055,34393,CV
7756,55836,CV
35635,153471,PC
17676,18240,PC
5793,653,CV
27043,10243,PC
33757,122344,PC
20086,31522,PC
26412,13299,PC
24734,122205,PC
18592,31697,PC
21050,66112,CV
38707,32807,CV
28075,113542,PC
3334,12531,PC
36661,113956,PC
23696,24255,CV
37788,29639,CV
22104,124706,PC
16782,7713,CV
17210,13875,CV
10477,1794,CV
6672,6940,CV
21316,26563,PC
20853,27619,PC
26936,13252,PC
22970,8133,CV
28191,16685,CV
39742,107563,PC
37622,42029,CV
31739,109196,PC
28475,24909,CV
40729,38373,CV
19006,112125,PC
35012,35289,CV
36342,36536,PC
6045,202,CV
43986,124989,PC
19017,11683,CV
24315,114352,PC
140,4754,PC
19297,49258,PC
33885,125157,PC
49248,65229,CV
39376,139289,PC
6556,14750,PC
9227,25968,CV
28149,58000,CV
4873,5250,PC
43395,24995,PC
18186,8878,CV
38246,42372,CV
12772,4696,CV
25519,33430,CV
29843,116704,PC
22150,19507,CV
20063,23139,PC
18646,57083,CV
43534,110638,PC
38251,46912,CV
53134,161010,PC
34289,7570,PC
20060,30474,PC
26626,109536,PC
32619,147380,PC
49349,153096,PC
47181,153649,PC
21292,65532,CV
23688,31262,CV
9465,145796,PC
37873,29257,CV
31584,43416,PC
9263,19452,CV
35916,27842,CV
32117,32678,CV
38387,31608,CV
18298,17460,PC
1426,757,PC
46114,152651,PC
421,105818,PC
20380,125271,PC
34868,31153,CV
24674,33374,PC
27533,22869,CV
5733,8188,CV
28192,16546,CV
24688,33593,PC
7764,54903,CV
20045,19596,PC
17729,17061,PC
38204,45868,CV
7769,65944,CV
36899,132152,PC
44042,122416,PC
30899,100500,PC
16711,22696,CV
4326,4400,PC
32519,117455,PC
32092,134451,PC
9366,8427,PC
12772,7403,CV
44818,42516,CV
36495,111619,PC
18430,18636,PC
23671,38673,CV
16899,13555,CV
48005,56355,CV
27734,15356,CV
31937,31164,CV
18827,10885,CV
31208,43371,PC
7758,56184,CV
29646,50171,CV
37982,40953,CV
40567,143685,PC
20886,14097,CV
44716,147266,PC
12909,4965,CV
38242,46571,CV
38096,46796,CV
20274,18980,PC
45667,800191,CV
13332,10370,CV
36315,119005,PC
12790,110001,PC
29906,100386,PC
26531,27531,PC
24321,12727,CV
40280,34548,CV
21327,25438,CV
17458,9799,CV
17652,800327,PC
8810,5161,CV
27392,126424,PC
7758,55592,CV
18972,45917,PC
499,120443,PC
35839,145221,PC
22151,16937,CV
27490,40904,CV
35582,50098,CV
10813,8968,PC
16467,53407,CV
39024,134262,PC
28160,49366,CV
4939,24362,PC
29046,40869,CV
17729,14975,PC
39764,45960,CV
22187,57797,PC
35809,132091,PC
44405,41454,CV
32123,41570,CV
49320,152895,PC
34345,18997,CV
37596,41814,CV
8618,60325,CV
1526,7490,PC
29826,36618,CV
18649,15407,CV
47402,51788,CV
25841,32887,PC
20342,28389,PC
27209,123463,PC
29038,31057,CV
42781,50264,PC
46636,32708,PC
20368,11624,CV
27715,26336,CV
22265,23884,PC
27471,58172,PC
9351,800605,CV
16883,16717,PC
44023,6144,PC
38443,29944,CV
52418,801011,PC
28562,19646,CV
27985,59566,PC
6099,312,CV
17310,53765,PC
42851,36061,PC
30086,58576,PC
38117,42420,CV
45698,146436,PC
33677,106258,PC
5545,16363,PC
17411,54673,PC
25238,58359,CV
40543,125347,PC
14888,21720,PC
40472,42989,CV
22049,20871,PC
25551,59398,PC
24476,23454,CV
13908,14764,PC
25519,15853,CV
4938,27217,PC
35375,139071,PC
38873,60883,CV
1804,126018,PC
6613,14658,CV
16897,8066,CV
29004,57021,CV
22593,105643,PC
11315,9112,CV
30401,154720,PC
46524,139070,PC
36437,105895,PC
35872,131252,PC
23435,22158,PC
37873,42840,CV
18481,124634,PC
9584,21464,PC
40667,142005,PC
30733,11051,PC
22414,20561,PC
26831,38243,CV
24818,53454,PC
4735,627,PC
27732,15220,CV
11128,44257,PC
45695,25591,CV
29524,49353,PC
22151,17254,CV
38246,43698,CV
24613,30865,PC
16467,11628,CV
7764,20555,CV
16785,3562,CV
47540,15812,CV
35167,801202,CV
12588,13100,PC
26667,124080,PC
31229,54910,PC
21518,30456,PC
124,164,PC
36319,119600,PC
47582,139749,PC
25841,117827,PC
46138,147451,PC
32121,41538,CV
37876,42789,CV
33093,142943,PC
2516,7296,PC
35169,57644,CV
37974,40318,CV
33543,156591,PC
31081,113689,PC
19193,19141,PC
35916,26686,CV
31935,32095,CV
38147,28668,CV
42166,133757,PC
23705,124425,PC
7585,55949,CV
21099,37395,CV
37105,35832,CV
31356,136561,PC
36407,36929,PC
38107,44516,CV
27802,56243,PC
28252,127721,PC
20878,62215,CV
33507,139792,PC
20884,24947,CV
35383,147700,PC
18920,59072,CV
17514,16753,PC
7872,58815,CV
38139,40744,CV
4703,28909,PC
23083,38692,CV
7683,53894,CV
27605,33369,CV
16392,17131,PC
35205,129838,PC
16508,25064,CV
2883,6770,PC
33762,100515,PC
35013,33533,CV
8803,803317,CV
6124,599,CV
3928,18725,PC
41074,141622,PC
6045,187,CV
37965,41088,CV
18827,10664,CV
30362,113440,PC
37489,27163,CV
45453,1011,PC
25446,8841,CV
52099,52058,CV
19951,18624,CV
23421,145888,PC
33852,121193,PC
38642,2388,PC
9183,26533,CV
23924,133081,PC
32343,1126,PC
27605,35248,CV
38446,42826,CV
25061,12291,PC
14922,17846,PC
2521,25332,PC
17623,128985,PC
201,151161,PC
33737,35768,CV
38927,30653,CV
36407,36977,PC
24514,28014,CV
35582,23946,CV
21663,57501,PC
27732,15157,CV
27720,11502,CV
45717,146535,PC
42111,136685,PC
28889,17685,CV
33859,12070,PC
34609,135352,PC
42907,10976,PC
24514,26728,CV
18830,55719,CV
26107,31275,PC
16377,16422,PC
2538,22872,PC
40326,38956,CV
14311,11930,CV
21311,53409,CV
23251,13317,CV
14888,52190,PC
38637,19494,CV
31491,156562,PC
27241,22892,PC
19017,60183,CV
42841,23797,PC
23526,32970,PC
29000,61893,CV
20377,22130,PC
27635,22813,CV
22151,44476,CV
26968,105812,PC
37604,31606,CV
12528,8406,CV
25446,13476,CV
47587,52486,CV
28135,803079,CV
39928,59503,PC
15309,15639,PC
281,1356,PC
6209,6003,CV
22153,55563,CV
36299,145691,PC
24020,38067,CV
18295,138746,PC
24059,12498,CV
44810,801687,CV
28082,35296,CV
17366,20839,PC
38447,29675,CV
15968,132627,PC
17729,14981,PC
52436,158593,PC
29415,125410,PC
7609,3129,CV
36807,134669,PC
31600,42709,PC
8618,59580,CV
19664,20511,PC
44584,41901,CV
33339,155112,PC
47598,52926,CV
47138,64128,CV
37489,27134,CV
7788,56793,CV
17905,7909,PC
38712,32854,CV
49942,57965,CV
28663,100759,PC
18736,22771,PC
36800,25792,CV
7684,56093,CV
40809,128541,PC
20810,128555,PC
42778,125768,PC
21997,52974,PC
31169,116411,PC
20252,59163,CV
51267,32512,PC
29993,120020,PC
23984,12731,PC
18481,136641,PC
26810,9395,PC
36797,25822,CV
42371,109799,PC
37597,31697,CV
3770,14325,PC
5764,7966,CV
29331,15588,CV
5860,6364,CV
9227,52449,CV
8826,5213,CV
37725,45829,CV
31600,135190,PC
27610,35741,CV
40293,34481,CV
17634,13710,PC
1067,13208,PC
7780,54678,CV
381,13840,PC
24315,32585,PC
7779,54003,CV
36438,56329,PC
36340,131002,PC
16506,22587,CV
39307,146460,PC
23696,18002,CV
21048,26636,CV
48621,151977,PC
41650,46575,CV
18979,10702,CV
6117,583,CV
45228,145601,PC
22589,22677,PC
6313,4339,CV
27034,57195,PC
5170,6146,PC
24748,10106,PC
26524,126926,PC
27443,59512,PC
27962,133609,PC
1935,3650,PC
29879,111783,PC
27207,127431,PC
20769,20131,CV
43534,41170,PC
35013,35446,CV
32418,129742,PC
37119,27152,CV
9194,4271,CV
54323,158683,PC
31920,56137,CV
45815,146726,PC
49598,154142,PC
23437,20827,CV
4688,3406,PC
7779,5914,CV
30212,57200,PC
23819,8522,PC
24016,12521,CV
14312,18283,CV
30199,134044,PC
43643,57618,PC
29463,123009,PC
33136,100776,PC
25618,32100,CV
20398,145876,PC
36865,134843,PC
40489,34219,CV
22151,49322,CV
33718,17481,PC
22150,55325,CV
16296,10318,CV
34803,105894,PC
26348,124074,PC
7788,5855,CV
26959,11371,PC
38443,46543,CV
22500,37297,PC
21186,30772,PC
28155,17622,CV
25470,13115,CV
35167,57648,CV
25251,131565,PC
38707,32987,CV
23658,106876,PC
35259,129795,PC
28221,58142,PC
33716,33248,CV
20364,18590,CV
19682,18645,PC
10207,53652,CV
9907,49428,PC
22151,17447,CV
33911,35567,CV
28082,15592,CV
36332,131010,PC
22112,101126,PC
51292,157454,PC
16787,25043,CV
3106,2111,PC
33737,35200,CV
42411,46770,PC
27388,10832,PC
22892,801401,PC
31224,111913,PC
16202,6824,CV
25519,15944,CV
30235,10616,PC
22150,10905,CV
45091,145077,PC
3481,17794,PC
22601,10445,PC
27605,33202,CV
23024,20043,CV
42663,8002,PC
28052,120784,PC
32639,11752,PC
27820,155474,PC
38781,138121,PC
1238,6096,PC
42468,105854,PC
37404,11135,PC
21835,24486,PC
43477,130324,PC
20365,9240,CV
50050,800249,PC
3273,3768,PC
50716,156844,PC
2398,12478,CV
20546,25914,PC
5821,440,CV
19348,26664,PC
28002,59562,PC
26795,31997,PC
34931,141406,PC
33737,21601,CV
33911,16084,CV
22126,23841,PC
47582,139261,PC
8851,5138,CV
11447,136230,PC
20741,126900,PC
296,1342,PC
45667,49715,CV
22406,123307,PC
17452,9823,CV
35012,35362,CV
7777,1763,CV
46595,155297,PC
19111,9481,CV
20569,137719,PC
6239,13189,CV
17550,17834,PC
19015,60179,CV
45956,25831,CV
18588,110830,PC
20405,24974,PC
49660,16990,PC
29984,45592,PC
41167,141580,PC
18380,14522,PC
20342,126971,PC
38875,31088,CV
6140,58499,CV
50415,156246,PC
35721,142988,PC
18505,18954,PC
14870,27318,PC
37768,44307,CV
2825,27262,PC
22152,801887,CV
2878,2398,PC
19857,22097,PC
9479,126865,PC
31809,124008,PC
37411,117752,PC
51988,157983,PC
27079,14843,CV
1305,3900,PC
23820,115657,PC
37622,31700,CV
40774,137164,PC
33911,35794,CV
38007,30845,CV
27720,11232,CV
41105,141876,PC
28620,107941,PC
28888,17684,CV
25482,29123,PC
45129,33395,PC
25243,110744,PC
29538,157647,PC
12488,8434,PC
24033,12510,CV
9155,26097,CV
40322,34944,CV
37105,33585,CV
44588,41946,CV
28178,21140,PC
22337,56379,CV
45669,800207,CV
3345,8611,PC
28565,17296,CV
38705,32903,CV
3802,124711,PC
37485,27197,CV
20072,51399,PC
30744,39002,CV
3749,28758,PC
421,131905,PC
19596,21216,PC
44695,23478,CV
29000,20902,CV
18575,51019,PC
27992,14812,PC
7661,18305,CV
30252,44214,PC
37072,25276,CV
38422,137566,PC
21883,24770,PC
3948,2773,PC
23663,10505,PC
25839,112145,PC
44160,155292,PC
37519,147560,PC
7779,54150,CV
38587,21378,CV
42609,144610,PC
31600,129895,PC
35073,111845,PC
20923,59607,PC
18646,56978,CV
38117,42327,CV
36441,38355,PC
14048,5947,CV
42353,109830,PC
45546,48924,CV
19884,21703,PC
12090,5828,PC
38906,30361,CV
6541,111161,PC
24086,31935,PC
28929,54049,CV
31796,116761,PC
33737,33240,CV
49930,155517,PC
31618,126650,PC
41131,142000,PC
28836,34198,CV
35871,131265,PC
23689,11128,CV
11552,27879,PC
40927,46927,CV
28194,21156,CV
33123,36551,CV
52273,34740,PC
18097,53953,CV
20990,19793,PC
3928,17935,PC
28914,106497,PC
37382,30293,CV
42169,109754,PC
32619,154591,PC
17372,11289,CV
19017,9453,CV
27715,52721,CV
27544,21629,CV
50311,20150,CV
20372,11178,CV
17311,114010,PC
25672,11571,PC
28208,23021,PC
23587,10974,PC
42758,110094,PC
23593,30536,PC
19113,8885,CV
23658,106083,PC
2261,6936,PC
48004,55583,CV
47356,150272,PC
4267,4046,PC
2358,28064,PC
51783,130301,PC
40317,34176,CV
33911,33717,CV
21744,135964,PC
19288,801395,PC
38173,45346,CV
15788,15640,PC
17204,14462,CV
37119,51049,CV
45972,43480,CV
29829,36596,CV
47637,14790,CV
47173,133571,PC
35052,128935,PC
38127,42814,CV
28560,35944,CV
8072,113,CV
22187,127139,PC
11730,25673,CV
21991,25740,PC
19197,8209,CV
32029,132947,PC
31937,31385,CV
33977,123676,PC
18481,19254,PC
36799,24605,CV
35243,49844,CV
37597,31863,CV
29198,101005,PC
7777,56222,CV
5482,7751,PC
20368,8997,CV
28563,21896,CV
24565,6288,PC
20831,801347,PC
34257,57412,CV
50819,800596,PC
20769,12759,CV
17592,12123,PC
18903,9076,CV
17266,28772,PC
7777,2459,CV
20876,61816,CV
231,1510,PC
4510,4129,PC
35167,49805,CV
25554,143111,PC
22151,800022,CV
43861,50612,PC
10555,3056,CV
21191,27389,PC
38719,48742,CV
23690,27453,CV
13332,60734,CV
22104,26498,PC
323,141984,PC
18350,2892,CV
5008,1951,PC
42294,127045,PC
16508,25069,CV
18588,110896,PC
22467,31119,PC
32988,119723,PC
7769,54767,CV
11987,52021,PC
39588,57318,CV
1811,2669,PC
20469,32493,CV
36119,117869,PC
31409,100612,PC
25519,35816,CV
30401,141104,PC
32690,135226,PC
29519,106544,PC
25519,33206,CV
24311,34791,PC
48015,56064,CV
34049,121908,PC
35167,23972,CV
44756,3176,PC
31494,12599,PC
16947,58401,CV
3802,8826,PC
24624,107884,PC
17565,8656,PC
25519,16161,CV
33737,35830,CV
7645,912,CV
36818,27068,CV
44625,145287,PC
27035,14841,CV
28565,17357,CV
36514,120384,PC
24613,57302,PC
20726,10602,PC
2446,27392,PC
48182,151402,PC
5750,59222,CV
8105,140,CV
9183,26495,CV
20644,9604,CV
30266,109492,PC
32027,123112,PC
949,142879,PC
906,7434,PC
19909,54982,PC
33446,144293,PC
19103,8703,CV
25619,32086,CV
25519,33210,CV
29019,61994,CV
9480,124709,PC
16507,7270,CV
52499,66059,CV
18934,21659,PC
31356,118190,PC
7764,54675,CV
11728,24962,CV
19966,803755,CV
4833,2355,PC
24514,27679,CV
24324,115463,PC
18641,61947,CV
45220,47870,CV
18923,34339,PC
63,152,PC
15418,9883,CV
29248,108131,PC
5455,59052,PC
55074,801922,PC
11309,5276,CV
32123,41533,CV
19164,58933,CV
2272,8603,CV
32230,51348,CV
994,20278,PC
28149,17649,CV
18411,8621,PC
36817,25342,CV
51520,157743,PC
24909,58993,PC
31480,23372,PC
39216,137736,PC
8541,6145,CV
36449,111741,PC
35167,50105,CV
9158,26165,CV
24729,59776,PC
4955,49370,PC
24509,36924,CV
15208,10675,PC
45194,46336,CV
24619,7728,PC
12909,5346,CV
45979,23609,CV
26408,19168,PC
36526,37515,PC
25587,107453,PC
38767,159133,PC
7779,54025,CV
7781,56660,CV
4459,28686,PC
32244,135122,PC
28563,19718,CV
25486,8080,CV
35012,15991,CV
16354,8415,PC
30401,128154,PC
12848,5301,PC
29548,59534,PC
37769,45481,CV
13394,11194,PC
4940,6700,PC
49189,160896,PC
7794,54608,CV
21383,8607,PC
8541,6152,CV
42715,107905,PC
41014,141686,PC
35867,126931,PC
21116,26914,PC
31224,108445,PC
30706,37868,PC
32754,112169,PC
20882,61914,CV
7764,53779,CV
43560,151442,PC
25019,57849,PC
19463,10189,PC
35865,33789,CV
49937,155543,PC
19386,22941,CV
38268,38394,CV
2341,125464,PC
33716,33642,CV
28563,19675,CV
35757,134114,PC
9220,52323,CV
44583,41912,CV
19244,109404,PC
50568,30673,CV
45696,23589,CV
39300,142949,PC
37191,144565,PC
27724,41609,CV
22150,10819,CV
37336,136474,PC
52099,52118,CV
8538,6033,CV
5037,1938,PC
7773,20569,CV
18923,8410,CV
29548,59509,PC
21997,116556,PC
40929,30737,CV
8541,38116,CV
7769,66032,CV
24093,138049,PC
16489,10182,CV
1687,25197,PC
38204,28547,CV
38977,61181,CV
31362,132801,PC
22960,8094,CV
36799,23541,CV
33104,36640,CV
23946,12304,CV
23393,31511,PC
24017,37589,CV
6554,2260,PC
21196,16419,PC
19939,22295,PC
16755,38545,CV
15416,802694,CV
31818,12152,PC
31763,108156,PC
7663,991,CV
1672,801533,CV
27610,33196,CV
39737,130538,PC
16506,22595,CV
51263,127571,PC
83,90,PC
27443,115557,PC
35013,33303,CV
26662,50267,PC
49941,110199,PC
20584,31671,PC
27682,11068,PC
7779,54194,CV
3802,124568,PC
50403,156229,PC
25668,34941,PC
25003,9812,PC
45248,131752,PC
17507,23384,PC
43995,126394,PC
15495,15413,PC
15528,14425,PC
41983,143350,PC
16467,54583,CV
34036,132513,PC
34891,159959,PC
32534,127856,PC
7781,1792,CV
52808,159071,PC
24885,131890,PC
18648,61715,CV
28082,15964,CV
34208,110760,PC
29315,134367,PC
31921,31324,CV
46272,14971,PC
23084,31358,CV
38828,46207,CV
37811,47204,CV
44584,41899,CV
28097,16336,CV
18677,19175,PC
33417,120585,PC
38170,42738,CV
23694,61616,CV
44620,136199,PC
4614,2703,PC
28524,107072,PC
2825,47169,PC
28967,11932,CV
32317,11107,PC
1375,6559,PC
28998,20914,CV
50628,156771,PC
32117,33010,CV
14923,129055,PC
26543,12516,PC
20055,9386,CV
38447,47827,CV
28082,16062,CV
5127,6208,PC
27605,35336,CV
3739,6750,PC
31356,125338,PC
24471,32262,PC
36484,13149,PC
4096,19381,PC
5759,338,CV
44583,42097,CV
23085,55024,CV
34639,134130,PC
50470,60604,CV
31126,127344,PC
32708,34614,CV
43986,118401,PC
28562,17333,CV
8269,23398,CV
35039,33746,PC
21329,10626,CV
7781,56507,CV
27813,15236,CV
47461,52018,CV
27052,57345,PC
44577,41617,CV
19017,59434,CV
30782,66149,CV
28734,113327,PC
6603,5364,CV
27446,56271,PC
2500,800273,PC
44231,143909,PC
28562,49619,CV
4688,3355,PC
5806,666,CV
40321,34039,CV
17421,59510,CV
4809,534,PC
27077,14885,CV
7781,20584,CV
4785,12448,PC
33049,30753,PC
49666,17228,PC
20406,105809,PC
43322,51772,PC
32320,59020,PC
33572,123274,PC
45555,146134,PC
10349,9937,PC
25944,47765,CV
20342,121918,PC
43226,106743,PC
25447,10187,CV
32106,112516,PC
43607,17340,PC
7784,56775,CV
35916,46261,CV
5454,4722,PC
36767,127307,PC
17451,18139,CV
19094,8985,CV
44678,150975,PC
16825,7520,CV
18612,110933,PC
38235,30811,CV
29826,36498,CV
45127,50440,PC
20081,19990,PC
33736,35186,CV
52440,158608,PC
8516,6335,CV
30517,31374,PC
43167,123247,PC
44738,45510,CV
9228,25972,CV
36298,131068,PC
40649,36825,CV
27610,15883,CV
27714,25888,CV
7779,54371,CV
17453,61760,CV
18827,55050,CV
23657,151816,PC
29940,107839,PC
22084,22368,PC
17336,19848,PC
28576,113140,PC
3796,800709,PC
29357,51890,PC
36818,25707,CV
22578,21248,CV
38705,32925,CV
27772,15182,CV
31856,3247,PC
26604,123763,PC
31471,116271,PC
37105,35163,CV
35754,136183,PC
16875,11835,CV
19386,113492,PC
34996,128774,PC
7683,56426,CV
24983,9252,PC
18070,20280,CV
3622,48907,PC
16476,25285,CV
23695,61915,CV
28881,50118,CV
35923,101055,PC
22498,127247,PC
18170,105986,PC
3517,3006,PC
40321,34040,CV
5051,988,PC
5392,5202,PC
5730,269,CV
38983,63328,CV
33911,35290,CV
31938,31524,CV
31584,116349,PC
40698,40234,CV
3818,49280,PC
7784,56810,CV
38868,40688,CV
1465,27796,PC
37464,45272,CV
28263,55443,PC
5740,156,CV
40205,800890,CV
19773,22199,PC
6146,570,CV
50630,156742,PC
33879,46180,CV
35873,134457,PC
8541,6150,CV
19196,22743,CV
20794,131850,PC
42156,25178,PC
35169,60458,CV
45701,802757,CV
16858,16882,PC
22621,143177,PC
38267,45579,CV
26111,20568,PC
24494,43886,CV
21131,22045,CV
20632,22566,CV
37090,25220,CV
19968,10512,CV
34795,128080,PC
20880,61675,CV
