let_eng_id,let_type_id,case
24510,46850,CV
36464,112576,PC
24036,33131,CV
3740,34666,PC
31558,46659,PC
24432,19441,PC
13369,9732,PC
46528,51595,CV
44583,41680,CV
19424,56814,PC
43833,100873,PC
7879,808,CV
28131,20736,CV
19098,31131,CV
53107,803783,CV
37857,44620,CV
36319,110939,PC
29744,116310,PC
7793,5866,CV
27989,59338,PC
25788,110341,PC
4697,147175,PC
27061,101142,PC
20632,41544,CV
20869,56970,CV
30057,8479,PC
7766,65507,CV
24545,30939,PC
1470,6603,PC
3926,17567,PC
25863,133786,PC
20810,136301,PC
4682,3386,PC
36444,55524,PC
36282,42753,PC
11510,3349,CV
7691,1090,CV
23981,147919,PC
28097,35483,CV
34454,19911,PC
40430,28771,CV
36481,51663,CV
37788,44612,CV
47458,801490,CV
34945,16468,CV
9596,213,CV
8884,24363,CV
36886,134911,PC
1428,5344,PC
32780,44357,PC
28178,110030,PC
35757,127059,PC
44425,56193,PC
8024,34201,PC
30706,117447,PC
24630,9665,PC
24882,144500,PC
34591,46351,CV
5365,2937,PC
27575,47925,CV
16467,53218,CV
5014,49667,PC
28929,54615,CV
36197,121349,PC
27635,18367,CV
31251,133985,PC
35501,27618,CV
28966,1572,CV
36661,113878,PC
28929,54900,CV
12569,132607,PC
32619,140439,PC
32418,128519,PC
19659,20092,PC
9383,2867,PC
12189,4048,CV
24315,5946,PC
28967,53346,CV
37401,36850,CV
10007,1073,PC
44582,41944,CV
42908,13374,PC
3162,1994,PC
4135,8643,PC
17146,21317,PC
38181,48987,CV
10454,1713,CV
48888,154899,PC
4614,3835,PC
34314,123799,PC
22376,17356,CV
38067,48277,CV
45631,146289,PC
29580,116625,PC
44724,126460,PC
39400,34284,PC
16521,11896,CV
49937,155535,PC
36819,50785,CV
35167,801193,CV
34316,42602,CV
40259,141544,PC
15213,5293,PC
34894,140990,PC
4847,3739,PC
38819,43533,CV
43331,61417,CV
45639,146283,PC
17566,5507,PC
17986,19703,PC
37934,44662,CV
27992,10025,PC
19909,134569,PC
33123,36452,CV
28057,35077,CV
19824,28200,PC
16495,10045,CV
28245,55909,CV
17650,1611,PC
28149,57284,CV
17050,53277,CV
51267,29392,PC
4675,5543,PC
18336,100920,PC
19977,14623,CV
48171,59319,CV
36998,141030,PC
23363,23426,PC
3747,26230,PC
32414,109341,PC
2544,20395,PC
49936,155540,PC
8615,14563,CV
16903,795,CV
17521,16970,PC
33147,26953,CV
4703,28903,PC
32305,15247,PC
24636,58084,PC
28264,11324,PC
5860,6366,CV
2909,27268,PC
15309,15098,PC
33736,35757,CV
50313,20150,CV
4376,23704,PC
8658,5905,CV
37444,27005,CV
2401,9149,PC
30703,110898,PC
28191,16614,CV
30544,107752,PC
35050,120845,PC
19017,59453,CV
16502,38793,CV
19951,8778,CV
44679,144940,PC
32619,138110,PC
8607,60310,CV
38223,51302,CV
27605,15791,CV
49131,57742,CV
31938,31331,CV
38814,134150,PC
39838,143124,PC
38440,132857,PC
16715,7192,CV
50191,155950,PC
22150,17470,CV
25598,18600,CV
16140,7902,PC
23689,31147,CV
4561,144498,PC
28052,59877,PC
22424,13536,PC
48585,151930,PC
51184,157000,PC
27245,117783,PC
28082,16220,CV
21050,800413,CV
34873,23104,CV
31804,32840,PC
40282,34490,CV
39412,4541,PC
9397,52218,PC
25456,31549,CV
6124,803623,CV
47457,52093,CV
23702,123675,PC
19017,59576,CV
29094,16548,CV
17647,123690,PC
23296,16489,CV
42782,114929,PC
40557,140910,PC
19847,20625,PC
23625,11973,CV
22406,124493,PC
41086,38157,CV
17367,8042,CV
9441,8718,PC
43352,47705,PC
32118,37470,CV
33514,121190,PC
3796,156389,PC
7141,27003,CV
18921,100304,PC
45410,107478,PC
24279,21771,PC
53351,801067,CV
38135,42338,CV
41185,127918,PC
49664,19165,PC
16507,36105,CV
42713,106619,PC
24890,48628,PC
24545,57360,PC
45975,50595,CV
30104,126192,PC
37036,58615,PC
20936,26911,PC
34121,25539,CV
33285,23952,PC
37646,139293,PC
28535,125322,PC
9470,11353,PC
7686,1218,CV
20370,54517,CV
38006,43385,CV
28045,54907,PC
39725,45217,CV
7590,38656,CV
28572,54970,CV
18223,17572,PC
33911,33636,CV
7756,54798,CV
17050,54664,CV
28966,65570,CV
9232,26048,CV
16506,10507,CV
45959,24659,CV
33522,55486,PC
16909,58928,CV
41923,142228,PC
22499,128356,PC
8007,6413,CV
7679,55206,CV
53355,801476,CV
42594,25088,PC
32265,130742,PC
53120,22946,CV
3809,20282,PC
39463,11650,PC
17589,13510,PC
20373,9282,CV
19097,31125,CV
19254,27998,PC
40526,140794,PC
18658,9890,PC
35865,27568,CV
35773,131838,PC
19160,59199,CV
4982,3939,PC
17633,18161,PC
29825,36485,CV
19427,23128,PC
25564,106285,PC
34889,128304,PC
40856,63936,CV
9194,26508,CV
31626,37019,CV
42328,121659,PC
37746,44542,CV
42379,129566,PC
33716,35168,CV
52416,155303,PC
36470,112890,PC
5764,391,CV
5774,571,CV
45701,800391,CV
7588,38602,CV
18902,9068,CV
36084,133208,PC
31140,113812,PC
5759,387,CV
24482,43802,CV
45961,25146,CV
37681,140393,PC
33834,126340,PC
36426,117477,PC
45975,50601,CV
32619,146107,PC
47634,131788,PC
20831,15573,PC
16467,11894,CV
30744,34362,CV
14229,12249,PC
19950,37425,PC
44138,145009,PC
25446,9157,CV
28188,16648,CV
33716,35441,CV
50282,141688,PC
27717,11129,CV
20536,22393,CV
26131,134589,PC
32062,107250,PC
40703,47905,CV
5019,20269,PC
34621,29940,CV
7764,53308,CV
37596,31837,CV
15049,8688,CV
2226,125929,PC
2136,379,PC
28158,801777,CV
32116,32974,CV
22377,10796,CV
38409,118537,PC
18183,8087,CV
30693,134971,PC
5003,1722,PC
34257,57394,CV
37105,33245,CV
44708,51463,PC
7777,56448,CV
17747,13091,CV
4849,47361,PC
20878,62113,CV
20941,137411,PC
24735,33713,PC
37328,26565,CV
236,1438,PC
17981,17161,PC
2566,59884,PC
30400,18893,CV
33928,123471,PC
41240,47143,CV
43518,110309,PC
32006,49641,CV
27041,14848,CV
16765,22516,CV
16502,7387,CV
28097,16415,CV
34945,35505,CV
31941,31264,CV
24544,32913,PC
18221,129789,PC
22152,800434,CV
6101,58111,CV
36484,56388,PC
45010,51691,PC
34646,144026,PC
32231,16514,CV
20860,26571,PC
26339,17124,PC
9892,8389,PC
28928,56604,CV
24136,37262,CV
2402,20372,PC
19288,14468,PC
41932,140865,PC
20877,62006,CV
12768,18123,CV
32745,107565,PC
28966,11027,CV
41926,2069,PC
28149,17626,CV
4404,5779,PC
36818,50710,CV
20450,19312,PC
8500,14301,PC
21099,65692,CV
34721,127451,PC
43051,58956,PC
8157,377,CV
29216,101038,PC
21860,6497,PC
27605,15937,CV
29281,127921,PC
36819,50784,CV
23379,20256,CV
47602,52759,CV
24315,139133,PC
12790,15891,PC
20240,10769,PC
16321,15974,PC
36824,9866,PC
3192,2128,PC
46463,151760,PC
782,14123,PC
7796,1894,CV
25591,125070,PC
35242,60488,CV
8203,58523,CV
30577,147290,PC
43119,7149,PC
22899,11586,CV
19727,129145,PC
43723,152107,PC
50600,156711,PC
13895,14426,PC
4655,319,PC
5815,58342,CV
19904,24267,PC
11728,24969,CV
51259,29279,PC
13929,5307,PC
33999,126525,PC
33879,42926,CV
30720,110550,PC
38694,135997,PC
34413,125995,PC
21901,108862,PC
38737,25211,PC
38125,45501,CV
44283,41384,CV
47540,15944,CV
19296,50609,PC
7789,54327,CV
24751,10063,PC
40283,33949,CV
20877,801644,CV
27267,34969,PC
3728,119311,PC
15414,24280,CV
16715,55577,CV
24613,112267,PC
15050,9477,CV
6300,694,CV
53941,159619,PC
38716,32860,CV
18481,26165,PC
45667,49422,CV
16765,38612,CV
2105,129165,PC
9431,129648,PC
25051,20703,PC
19111,11293,CV
2202,65,CV
6276,6437,CV
17050,12000,CV
222,148994,PC
215,5010,PC
36818,51183,CV
15418,7368,CV
45386,47536,CV
35385,135694,PC
38493,31525,PC
23081,31538,CV
27805,58757,PC
29251,107514,PC
21161,8537,PC
35911,27661,CV
9166,52501,CV
29580,116631,PC
25024,8452,PC
38202,42659,CV
16897,58976,CV
50161,155809,PC
45959,25151,CV
9107,802269,CV
16728,16881,PC
44707,147495,PC
5797,58417,CV
38106,47637,CV
24544,32870,PC
16781,7310,CV
45701,50456,CV
20746,29532,PC
25408,10637,PC
36639,31651,PC
18495,3306,CV
10207,53149,CV
42735,134235,PC
29042,40365,CV
41248,65711,CV
20743,20989,PC
17311,25228,PC
11728,3558,CV
38013,47632,CV
4074,1647,PC
2350,25330,PC
16785,3384,CV
11134,38679,CV
5764,455,CV
35483,23553,CV
36437,51032,PC
51263,29250,PC
7723,1207,CV
37487,803276,CV
8851,5143,CV
30678,110699,PC
23736,32974,PC
45003,145351,PC
35818,140422,PC
22153,63713,CV
39056,19981,PC
20585,33007,PC
1217,6429,PC
32896,20774,PC
24047,26956,CV
28501,100379,PC
43358,135641,PC
33123,801400,CV
45897,144844,PC
36433,131547,PC
5495,7764,PC
40321,45159,CV
1597,4256,PC
32695,118037,PC
33921,123448,PC
47460,51871,CV
35004,57130,CV
45934,50142,CV
41160,38654,CV
2312,46096,PC
20370,11149,CV
29364,59169,PC
48123,151079,PC
33888,139930,PC
24405,123163,PC
34386,2892,PC
29963,3203,PC
9626,8990,PC
23316,505,PC
38915,44797,CV
39200,32691,CV
18520,130900,PC
37117,25446,CV
37622,31977,CV
23145,20807,CV
42606,39474,PC
34126,23609,CV
40608,146969,PC
24908,131343,PC
24755,27510,PC
38205,46692,CV
32418,125842,PC
19228,33795,PC
33879,43018,CV
4938,125062,PC
36738,108249,PC
15810,14479,PC
20860,32683,PC
36387,111827,PC
34674,51712,CV
22369,19437,CV
37105,35550,CV
4894,2905,PC
14209,19366,PC
29473,106965,PC
21323,25389,CV
8810,5148,CV
4405,5569,PC
24556,6958,PC
3038,1983,PC
9227,52436,CV
24317,34806,PC
26339,154446,PC
30707,22068,CV
4990,5273,PC
31984,117023,PC
36312,125520,PC
35216,147953,PC
34758,136390,PC
24059,12512,CV
27207,800584,PC
45666,49497,CV
3483,3092,PC
6935,12943,CV
27006,14719,CV
23818,52203,PC
1684,34549,PC
8137,160,CV
30180,115648,PC
26783,57859,PC
22150,10583,CV
23768,20783,CV
24023,27812,CV
34945,35482,CV
34657,131999,PC
20003,51976,PC
31788,119840,PC
32792,42975,PC
42764,121715,PC
41913,22909,PC
43244,126361,PC
34113,124724,PC
38712,32352,CV
4265,2206,PC
48007,11373,PC
35866,28111,CV
28347,801429,PC
39241,145318,PC
35369,57798,PC
19864,130923,PC
29262,11822,PC
33464,120838,PC
17513,16750,PC
16467,11649,CV
45703,50603,CV
35167,23976,CV
42032,137942,PC
25519,35298,CV
11356,8887,PC
38442,141514,PC
39997,147465,PC
7758,55708,CV
3265,2062,PC
4755,1239,PC
14312,11934,CV
17991,17139,PC
18612,121596,PC
19723,129576,PC
30716,135084,PC
4197,5411,PC
13442,10001,PC
42155,21901,PC
11553,16175,PC
17458,62834,CV
38459,48630,CV
9440,1010,PC
40946,40726,CV
28273,54270,PC
17594,130809,PC
8024,34227,PC
29042,40750,CV
15630,15676,PC
37512,135668,PC
33524,121132,PC
26080,59639,PC
40700,41052,CV
26845,138324,PC
35013,35408,CV
38027,43652,CV
5544,8698,PC
26637,34488,PC
27783,29288,CV
29181,65932,CV
29716,108763,PC
33737,35117,CV
35911,27515,CV
15479,15666,PC
31559,142552,PC
53130,800957,PC
44810,803018,CV
47540,13906,CV
47976,150921,PC
35532,23384,PC
37135,121240,PC
31941,31135,CV
26380,6975,PC
16880,59919,CV
34619,46081,CV
32756,12921,PC
50062,124479,PC
33911,35662,CV
31019,108572,PC
27720,31132,CV
38915,43225,CV
27605,15672,CV
44099,140379,PC
37117,50938,CV
50169,155828,PC
38987,31038,CV
18221,800649,PC
28562,19658,CV
31276,111852,PC
21663,12061,PC
31202,11647,PC
36204,133791,PC
13396,10270,PC
38129,40355,CV
18646,24272,CV
30741,19195,CV
29872,128105,PC
30020,33652,PC
29012,24505,CV
25126,32605,PC
5748,7636,CV
2482,4209,PC
21191,121654,PC
18902,800982,CV
5860,38118,CV
26305,53089,PC
20398,17359,PC
17650,138421,PC
29278,124368,PC
16166,9658,PC
32115,51570,CV
41393,65684,CV
25198,801712,PC
20849,128504,PC
21859,21796,PC
31654,115167,PC
3761,142112,PC
44684,145677,PC
21767,8192,PC
23067,65934,CV
3517,27067,PC
25237,58123,CV
20874,62252,CV
19188,9143,CV
32418,116490,PC
25519,15946,CV
26326,16041,PC
24613,33775,PC
31067,112338,PC
40631,40209,CV
53959,801818,CV
35718,131614,PC
47540,15809,CV
2683,4981,PC
30958,59364,PC
18089,14282,PC
9496,14639,PC
39033,144137,PC
18902,60737,CV
32117,32517,CV
40321,34651,CV
29689,142559,PC
49791,138454,PC
1830,15013,PC
28831,22960,CV
35013,35133,CV
22578,21221,CV
36441,37879,PC
296,8168,PC
38779,140386,PC
40636,36834,CV
39181,144267,PC
19386,801546,CV
52406,158528,PC
20969,17516,PC
45124,145243,PC
32220,128653,PC
7770,65774,CV
7764,65904,CV
31938,32093,CV
5378,7402,PC
36441,111569,PC
40367,140636,PC
35013,33647,CV
29313,118120,PC
38712,32349,CV
17534,7883,CV
18652,61674,CV
2735,4079,PC
45667,49444,CV
311,5019,PC
46560,148156,PC
44539,150869,PC
3935,20208,PC
31584,129608,PC
9928,128209,PC
30383,113761,PC
17006,17966,PC
19100,54628,CV
24382,66068,CV
4440,15029,PC
29912,140950,PC
15310,134080,PC
35167,49952,CV
31692,49439,CV
35013,33215,CV
44589,42133,CV
32931,127580,PC
6898,14197,PC
20295,51284,CV
37624,41938,CV
2544,46406,PC
52910,159062,PC
26657,38360,PC
39033,144136,PC
7645,49230,CV
48002,55897,CV
5810,58494,CV
8538,6024,CV
45039,44487,CV
9380,2878,PC
13311,56041,PC
36797,802935,CV
10832,57207,CV
8537,6060,CV
15311,14491,PC
37597,31995,CV
28148,17654,CV
22150,17268,CV
26860,12630,PC
18170,19096,PC
27471,124148,PC
24545,32893,PC
16897,9199,CV
29316,52382,PC
35149,136353,PC
35168,57597,CV
38279,137032,PC
36500,115965,PC
15049,1471,CV
5401,9509,PC
28410,3846,PC
45666,800267,CV
45281,46759,CV
7661,1313,CV
25619,32107,CV
23128,65678,CV
45547,48856,CV
18502,18952,PC
37414,136149,PC
37485,803287,CV
19288,10610,PC
7665,53148,CV
22500,111235,PC
9397,55978,PC
29896,126279,PC
2217,455,PC
18677,111871,PC
43680,26945,PC
33911,35231,CV
24494,44073,CV
3818,17713,PC
35012,35219,CV
33736,35613,CV
8516,6583,CV
22167,27503,PC
18645,61656,CV
30707,22099,CV
50489,156979,PC
5734,506,CV
37407,135998,PC
35171,152227,PC
5552,5644,PC
20886,61638,CV
38894,40479,CV
5901,26140,CV
4406,5774,PC
24455,12788,CV
18830,26413,CV
45552,48818,CV
18677,141415,PC
28082,16085,CV
9224,52402,CV
9180,26129,CV
23761,56750,PC
35215,136379,PC
47913,150596,PC
21888,39741,PC
31147,117876,PC
20770,56981,CV
41969,41511,PC
39866,105831,PC
25589,53458,PC
37768,30945,CV
45667,49329,CV
28082,15763,CV
21292,65831,CV
47113,61170,CV
9450,10000,PC
38103,42504,CV
16513,802411,CV
8124,500,CV
29824,36476,CV
22151,800031,CV
18048,18870,CV
19228,59295,PC
2093,340,PC
41927,5865,CV
20941,33039,PC
30799,24707,CV
23553,122937,PC
25426,33829,PC
6939,14408,PC
38101,28712,CV
14068,5800,CV
40384,123426,PC
34491,122230,PC
31301,126715,PC
31450,36109,PC
37382,28016,CV
52916,800910,PC
27002,26917,CV
16355,13744,PC
29825,801069,CV
35369,56279,PC
28517,56493,PC
7793,54076,CV
24818,100857,PC
30716,38357,PC
3666,56085,PC
23122,4280,PC
38882,43647,CV
21308,53827,CV
325,1115,PC
28146,24223,CV
21902,39592,PC
37810,29231,CV
44060,159893,PC
37075,25348,CV
32304,57450,PC
30706,50830,PC
2471,151033,PC
3988,2810,PC
12430,32345,PC
39804,139403,PC
38109,44520,CV
1977,3690,PC
29839,113400,PC
18517,54518,PC
13368,24397,PC
8007,6468,CV
973,7563,PC
17568,8020,PC
19937,56515,PC
32499,117515,PC
43868,121671,PC
32004,49393,CV
28149,16494,CV
19741,21609,PC
42405,39112,PC
38103,42542,CV
38802,47282,CV
33926,123466,PC
18819,15690,PC
5784,8369,CV
3839,30050,PC
23780,31046,PC
21125,12991,PC
27051,803211,CV
35953,132415,PC
19298,115120,PC
32123,32463,CV
3179,7968,PC
47446,149318,PC
31432,26977,PC
33716,33249,CV
38006,44735,CV
24491,12834,CV
21902,39837,PC
3763,16140,PC
20333,9878,PC
43380,122281,PC
34886,128289,PC
37105,33269,CV
35012,35455,CV
19290,109597,PC
49346,150109,PC
6817,143245,PC
17049,53374,CV
34885,133857,PC
46577,148211,PC
9400,20431,PC
1048,20694,PC
47622,156009,PC
26704,21367,CV
36461,112862,PC
34115,118180,PC
45703,800372,CV
34257,57375,CV
3749,124393,PC
33417,120584,PC
7761,55919,CV
18645,62029,CV
45030,44484,CV
38096,30420,CV
34434,123417,PC
5764,425,CV
17372,8829,CV
19935,37005,PC
27211,57518,PC
37117,25576,CV
39423,12008,PC
33911,15915,CV
16442,16786,PC
7647,925,CV
9751,30689,PC
45671,800182,CV
40259,142423,PC
35865,40104,CV
43860,50611,PC
50155,150161,PC
22150,65464,CV
7777,56265,CV
41037,39033,CV
40663,141025,PC
35013,16256,CV
499,135004,PC
14920,55834,PC
22377,10788,CV
34927,130480,PC
9219,25985,CV
44046,128274,PC
35866,27039,CV
44850,800932,PC
7779,53986,CV
25639,19393,PC
20368,11256,CV
27783,29538,CV
4521,17524,PC
35555,108170,PC
2223,11579,PC
35501,27615,CV
31251,131711,PC
28929,56313,CV
36427,130623,PC
18539,17874,PC
38990,31027,CV
46533,17999,CV
36799,25187,CV
45940,128645,PC
30279,18826,CV
27576,29516,CV
7793,56203,CV
17050,11948,CV
18997,7767,CV
27964,59070,PC
5170,2,PC
4940,6726,PC
4698,123983,PC
15311,132708,PC
27610,17865,CV
14311,53195,CV
32527,114334,PC
2213,6931,PC
29562,100582,PC
2678,1212,PC
6179,58135,CV
19143,10174,PC
38832,39224,CV
32004,49384,CV
7725,1330,CV
27051,51762,CV
24881,14036,PC
20295,24801,CV
7973,6477,CV
33737,35718,CV
33291,23992,PC
38069,29217,CV
3390,143182,PC
45681,49226,CV
39443,34051,PC
3114,12322,PC
12430,28678,PC
16468,23819,PC
28155,22682,CV
48621,152048,PC
28917,56508,CV
44784,46914,CV
48015,55793,CV
18827,29724,CV
9227,3831,CV
32959,133581,PC
20632,41473,CV
35012,16082,CV
37105,21604,CV
43896,126817,PC
45041,44488,CV
25850,65639,CV
47983,56948,CV
36316,116355,PC
37406,136330,PC
12068,9469,PC
23178,295,PC
30353,109539,PC
44583,41717,CV
23618,19647,PC
4990,1881,PC
22984,11090,CV
23084,31346,CV
11729,25656,CV
30799,43389,CV
35792,113728,PC
45956,24577,CV
33737,35238,CV
18588,110906,PC
35660,131651,PC
33716,35155,CV
42508,130488,PC
7793,56758,CV
34688,59467,PC
26208,19184,PC
54828,27008,CV
7682,1107,CV
2993,2986,PC
26247,29965,PC
16726,26438,CV
8654,6597,CV
37337,135937,PC
23762,31984,PC
47813,53092,CV
41379,100260,PC
25198,110274,PC
27036,38290,CV
17292,26678,PC
25554,126953,PC
52309,158459,PC
1696,17070,PC
34982,128752,PC
36285,100451,PC
31897,33668,PC
44398,45452,CV
17207,14092,CV
17171,25448,CV
8812,5191,CV
23531,18389,PC
24721,19417,PC
28160,19602,CV
37486,802006,CV
23882,33061,PC
5862,6080,CV
25306,111719,PC
44982,43783,CV
35013,33649,CV
36222,133929,PC
33716,35773,CV
43281,120281,PC
39047,137758,PC
49882,155344,PC
34873,23119,CV
44809,49773,CV
35975,141711,PC
31683,25917,PC
7592,2900,CV
38420,118541,PC
35666,131650,PC
2535,33559,PC
47540,15724,CV
34901,128332,PC
16787,25041,CV
27095,9574,PC
35916,27425,CV
13931,5409,PC
7794,56582,CV
24515,50254,CV
9158,26174,CV
33658,31208,CV
9008,5214,PC
28574,138061,PC
41240,41119,CV
23939,33413,PC
43568,135471,PC
2582,10894,PC
11310,5268,CV
23897,11645,PC
3945,2757,PC
32162,23950,PC
23164,38548,CV
40454,42720,CV
9398,124508,PC
32294,137974,PC
18223,18730,PC
15416,4658,CV
13332,10309,CV
20632,36024,CV
24053,36678,CV
16535,17734,PC
29001,62167,CV
18495,3106,CV
50130,135037,PC
7378,12688,CV
7758,56187,CV
30857,56915,PC
2048,800517,PC
37448,26974,CV
54551,801493,PC
25850,53739,CV
40263,144505,PC
32395,56477,PC
28194,21162,CV
16911,9198,CV
41092,145145,PC
16317,16107,PC
38774,117255,PC
53225,159559,PC
25839,131179,PC
15474,11599,PC
45496,48158,CV
25579,53792,PC
5014,106016,PC
17957,9563,PC
23889,10268,PC
5028,27344,PC
10207,1306,CV
19871,55715,PC
36798,27106,CV
40722,39575,CV
31998,128306,PC
2402,4197,PC
26214,129811,PC
37112,135381,PC
28999,17913,CV
16906,59012,CV
45846,154393,PC
31935,31524,CV
36798,27413,CV
35229,151676,PC
1269,1515,PC
36969,135228,PC
5018,6303,PC
17652,54701,PC
12430,8622,PC
30279,21647,CV
35582,59369,CV
36426,36553,PC
7687,53743,CV
37521,115622,PC
16295,10391,CV
6101,59212,CV
49692,57884,CV
27722,32139,CV
35911,27641,CV
34299,7587,PC
30768,19050,CV
42961,127684,PC
7769,54725,CV
35013,35461,CV
38505,801861,PC
24268,33278,PC
30401,140446,PC
53355,801470,CV
11228,11026,PC
7659,18314,CV
46010,153386,PC
27209,129106,PC
24814,10351,PC
2852,54698,PC
25057,34916,PC
27209,57494,PC
45739,146583,PC
28383,9091,PC
23981,10250,PC
34505,142532,PC
27207,123317,PC
48389,152020,PC
23620,32916,PC
38055,28978,CV
16205,7475,CV
20792,133527,PC
33888,142919,PC
19017,9428,CV
37723,42993,CV
32897,27524,PC
37180,46959,PC
49989,155138,PC
19,7767,PC
18797,54729,PC
42411,46781,PC
47696,150637,PC
38707,32947,CV
19057,58713,PC
30516,20964,CV
44619,144795,PC
9114,802284,CV
29662,56729,PC
18221,30332,PC
39049,137760,PC
44432,41460,CV
44231,143910,PC
34442,9567,PC
26513,133372,PC
55093,801844,PC
1512,33940,PC
16235,65476,CV
36558,51525,CV
47540,33307,CV
28917,56661,CV
20876,56978,CV
21308,54238,CV
23595,140484,PC
19463,12489,PC
7757,56103,CV
24405,116692,PC
34209,33269,PC
44614,126567,PC
34591,41150,CV
29309,143409,PC
4711,27198,PC
27209,127417,PC
21191,39782,PC
39159,414,PC
9158,26172,CV
30862,122530,PC
40705,46939,CV
19243,20869,PC
25236,8421,CV
28967,11874,CV
29829,36571,CV
17204,14292,CV
17050,11630,CV
31782,108356,PC
20370,8886,CV
23354,24451,PC
25707,123630,PC
23354,24457,PC
26730,20102,PC
328,1312,PC
39572,8727,PC
16906,13506,CV
45697,51124,CV
53375,32019,CV
38458,49009,CV
19085,16488,PC
25807,132268,PC
53688,801146,PC
32463,14461,PC
28158,39091,CV
42866,130046,PC
36798,27108,CV
28155,22662,CV
39033,800152,PC
5437,3841,PC
4195,4669,PC
20989,7661,PC
30705,36557,PC
37502,32707,CV
8505,57819,PC
45970,50905,CV
7591,2906,CV
9607,374,CV
33038,120011,PC
18184,8104,CV
5400,14987,PC
24613,55128,PC
1120,7469,PC
27478,55639,PC
39318,107553,PC
35012,35217,CV
2293,117258,PC
15472,15541,PC
32751,7492,PC
3767,20239,PC
23986,6268,PC
25193,14124,CV
8157,59220,CV
20632,35999,CV
24017,37596,CV
47000,150086,PC
32116,52151,CV
35013,35356,CV
29316,54628,PC
53952,800046,PC
32334,115498,PC
35013,16156,CV
38120,47276,CV
17650,108322,PC
33837,139528,PC
24455,51448,CV
19379,16948,PC
20787,144169,PC
31167,114041,PC
2873,12619,PC
46593,155298,PC
45819,146730,PC
34674,22884,CV
19937,53908,PC
35317,130526,PC
18695,17104,PC
17944,16543,PC
31819,12922,PC
26418,13984,CV
31648,123424,PC
34117,30910,PC
7766,1592,CV
12569,14766,PC
34867,41614,CV
3274,2063,PC
36399,55204,PC
30857,121448,PC
18302,23062,PC
37524,142244,PC
34237,11068,PC
18788,30834,PC
45969,51163,CV
29940,106475,PC
27597,48146,CV
28729,24075,CV
25546,13713,CV
18827,55011,CV
19487,20978,PC
25583,44303,PC
29200,130556,PC
19111,8935,CV
15408,6783,CV
33985,107488,PC
47633,800491,PC
16825,53645,CV
25886,8205,PC
4426,3908,PC
21193,23072,PC
37925,19607,CV
28082,17919,CV
28082,16264,CV
25850,55274,CV
28928,55363,CV
36645,139532,PC
25487,10108,CV
27064,59728,PC
29872,135205,PC
26851,29027,PC
49936,158357,PC
22589,126646,PC
47811,150735,PC
35872,151480,PC
41969,41525,PC
20370,31262,CV
7788,54357,CV
31760,111893,PC
20343,35018,PC
26125,106324,PC
41650,47126,CV
21186,40715,PC
12469,12652,PC
20932,19517,PC
21308,56915,CV
42790,100622,PC
32158,111816,PC
16505,13068,CV
11729,3392,CV
16913,9183,CV
2394,27200,PC
36799,25721,CV
21901,114258,PC
17568,5503,PC
20003,51975,PC
7661,65647,CV
7764,55132,CV
38707,32802,CV
22153,801941,CV
18481,13944,PC
34484,126472,PC
8538,6686,CV
43516,40151,PC
35484,23601,CV
38593,53119,CV
27477,111377,PC
24331,36114,CV
36021,132833,PC
44602,106463,PC
32121,36267,CV
23658,106086,PC
39887,143420,PC
4474,737,PC
19938,129981,PC
53588,159998,PC
35149,136447,PC
20641,19079,CV
32123,36237,CV
39588,18904,CV
23649,51603,PC
24613,29947,PC
17947,132775,PC
25861,66000,CV
39437,22030,PC
6664,3600,CV
19315,20001,PC
4400,5568,PC
